slug,title,year,decade,genres,language,runtime,logline,status,licence_note,territory,credit,publish,cross_listed
bf-the-beach-bum-2019,The Beach Bum,2019,2010s,Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-beta-test-2021,The Beta Test,2021,2020s,Thriller,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-chaser-2008,The Chaser,2008,2000s,Action Crime Drama,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-christmas-candle-2013,The Christmas Candle,2013,2010s,Family Holiday Drama,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-decoy-bride-2011,The Decoy Bride,2011,2010s,Comedy Romance,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-devil-and-daniel-johnston-2005,The Devil and Daniel Johnston,2005,2000s,Documentary,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-devil-s-business-2011,The Devil's Business,2011,2010s,Horror,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-divorce-party-2020,The Divorce Party,2020,2020s,Romance Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-draft-2025,The Draft!,2025,2020s,Horror,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-drone-2019,The Drone,2019,2010s,Horror,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-east-2021,The East,2021,2020s,War Thriller,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-end-of-sex-2023,The End of Sex,2023,2020s,Romantic Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-falling-2014,The Falling,2014,2010s,Drama,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-foul-king-2000,The Foul King,2000,2000s,Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-hippopotamus-2016,The Hippopotamus,2016,2010s,Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-jesus-rolls-2020,The Jesus Rolls,2020,2020s,Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-kindness-of-strangers-2020,The Kindness of Strangers,2020,2020s,Drama,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-knocking-2023,The Knocking,2023,2020s,Horror,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-man-standing-next-2021,The Man Standing Next,2021,2020s,Thriller,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-origin-of-evil-2022,The Origin of Evil,2022,2020s,Drama,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-outwaters-2023,The Outwaters,2023,2020s,Horror,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-parapod-a-very-british-ghost-hunt-2020,The Parapod: A Very British Ghost Hunt,2020,2020s,Documentary,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-party-s-just-beginning-2019,The Party's Just Beginning,2019,2010s,Drama,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-player-1992,The Player,1992,1990s,Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-romantics-2010,The Romantics,2010,2010s,Romantic Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,yes
bf-the-severed-sun-2024,The Severed Sun,2024,2020s,Horror,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-snowtown-murders-2010,The Snowtown Murders,2010,2010s,Thriller,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-sonata-2020,The Sonata,2020,2020s,Horror,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-vourdalak-2024,The Vourdalak,2024,2020s,Horror Fantasy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-the-winter-lake-2021,The Winter Lake,2021,2020s,Thriller,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-thriller-2019,Thriller,2019,2010s,Horror,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-timecrimes-2007,Timecrimes,2007,2000s,Sci-Fi Thriller,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-to-the-stars-2020,To the Stars,2020,2020s,Drama,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-too-late-2021,Too Late,2021,2020s,Thriller,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-tove-2021,Tove,2021,2020s,Drama,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-tower-block-2012,Tower Block,2012,2010s,Thriller,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,yes
bf-tracker-2010,Tracker,2010,2010s,Action Adventure Drama,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-transference-2019,Transference,2019,2010s,Sci-Fi,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-tropic-2024,Tropic,2024,2020s,Sci-Fi,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-trouble-2019,Trouble,2019,2010s,Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,yes
bf-tyrel-2019,Tyrel,2019,2010s,Drama Thriller,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-ultrasound-2022,Ultrasound,2022,2020s,Sci-Fi,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-unstoppable-2019,Unstoppable,2019,2010s,Action,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-we-have-always-lived-in-the-castle-2019,We Have Always Lived in the Castle,2019,2010s,Thriller,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-we-need-to-do-something-2021,We Need to Do Something,2021,2020s,Horror,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-when-the-lights-went-out-2012,When the Lights Went Out,2012,2010s,Horror,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,yes
bf-wild-men-2022,Wild Men,2022,2020s,Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-you-cannot-kill-david-arquette-2020,You Cannot Kill David Arquette,2020,2020s,Documentary,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
bf-zero-2024,Zero,2024,2020s,Action Comedy,,,,Represented,"Represented by Blue Finch Film Releasing. Availability, territory, and terms are confirmed per inquiry.",,,yes,
